AGE,DRIVINGEXPERIENCE,CREDITSCORE,ANNUALMILEAGE,VEHICLEOWNERSHIP,VEHICLEMANUFACTURE,CLAIM
32,10-19y,0.3844651126449446,11000.0,yes,before2015,0
56,10-19y,0.4581195186110832,13000.0,no,since2015,1
35,10-19y,0.2449353696592061,8000.0,no,before2015,0
20,0-9y,0.3910631302545065,14000.0,no,before2015,1
48,20-29y,0.6039352516727398,9000.0,yes,since2015,0
57,20-29y,0.5190666772069142,11000.0,yes,before2015,0
38,10-19y,0.4197341005876831,13000.0,yes,before2015,1
19,0-9y,0.6427538918131847,15000.0,yes,since2015,1
17,0-9y,0.4185559663529582,13000.0,no,before2015,1
60,20-29y,0.5465222146897489,9000.0,yes,before2015,0
46,20-29y,0.4260354940121165,10000.0,no,before2015,0
55,10-19y,0.6868684280913652,14000.0,yes,since2015,0
29,0-9y,0.6027630037031885,13000.0,yes,since2015,0
19,0-9y,0.4925300820024674,18000.0,yes,before2015,1
28,10-19y,0.5463710149869366,11000.0,yes,before2015,1
37,10-19y,0.4222944935844876,14000.0,no,before2015,1
29,10-19y,0.3226948676935375,10000.0,no,before2015,1
32,10-19y,0.6499302827542016,13000.0,no,before2015,1
27,10-19y,0.6426226826757341,9000.0,yes,since2015,0
36,10-19y,0.5985207718839584,15000.0,yes,since2015,0
37,10-19y,0.3838079015692067,14000.0,yes,before2015,1
46,20-29y,0.5440686984599911,12000.0,yes,before2015,0
20,0-9y,0.2701780893985927,13000.0,yes,since2015,1
65,20-29y,0.5768973389326224,11000.0,yes,since2015,1
55,20-29y,0.6211866592060428,12000.0,yes,since2015,0
30,10-19y,0.7222973127522446,10000.0,yes,before2015,0
32,0-9y,0.6674176964471904,12000.0,yes,before2015,1
71,0-9y,0.7783627618389632,9000.0,no,before2015,1
65,30+y,0.6824651070901286,8000.0,no,before2015,0
44,0-9y,0.6369446221406403,12000.0,yes,before2015,0
30,10-19y,0.6479770463649296,11000.0,yes,since2015,0
58,20-29y,0.4654115935738457,14000.0,yes,before2015,0
23,0-9y,0.5116263619778629,15000.0,yes,before2015,1
56,0-9y,0.5501689732279997,14000.0,yes,before2015,0
23,0-9y,0.280058952547863,11000.0,no,before2015,1
27,10-19y,0.5986306988410685,15000.0,no,before2015,0
62,20-29y,0.7059931135802957,10000.0,yes,before2015,0
28,10-19y,0.4458537521945647,16000.0,no,before2015,0
64,10-19y,0.3394054659051099,11000.0,yes,before2015,0
28,10-19y,0.6090015642772613,14000.0,yes,before2015,0
58,10-19y,0.6413439757795402,10000.0,yes,before2015,0
30,10-19y,0.3930211676538276,12000.0,no,before2015,1
35,10-19y,0.6675090203223778,14000.0,yes,before2015,0
24,0-9y,0.4451567199459931,10000.0,no,before2015,1
54,20-29y,0.5911474645962597,10000.0,yes,before2015,0
57,10-19y,0.6511049385549011,10000.0,no,before2015,0
72,30+y,0.5571016855346206,10000.0,yes,since2015,0
30,10-19y,0.4136760985676918,14000.0,no,before2015,1
40,20-29y,0.3837539233886431,16000.0,no,before2015,1
73,30+y,0.5075860135282544,13000.0,no,before2015,0
35,0-9y,0.5028713305704363,16000.0,yes,since2015,0
27,10-19y,0.3468940710806069,12000.0,no,before2015,0
71,30+y,0.7550240929770979,8000.0,no,since2015,0
21,0-9y,0.3780741998209805,12000.0,no,before2015,1
27,10-19y,0.6173329268979808,13000.0,yes,before2015,0
19,0-9y,0.215443692063603,13000.0,no,before2015,1
73,0-9y,0.5624090225859201,11000.0,yes,before2015,0
69,20-29y,0.6858763279385587,14000.0,yes,before2015,0
25,0-9y,0.2323534203469195,12000.0,yes,before2015,0
47,20-29y,0.4548693853003646,9000.0,yes,before2015,0
61,20-29y,0.4641380241105987,12000.0,yes,before2015,0
71,30+y,0.5424386982525647,13000.0,yes,since2015,0
25,0-9y,0.2991159121054979,13000.0,yes,before2015,0
22,0-9y,0.4638017334660947,14000.0,yes,since2015,0
18,0-9y,0.3339164227907947,8000.0,yes,before2015,1
20,0-9y,0.4123934015169594,14000.0,yes,before2015,1
35,10-19y,0.6165924777058676,10000.0,yes,before2015,0
70,30+y,0.6381252493051189,9000.0,yes,before2015,0
54,0-9y,0.6604404425892082,10000.0,yes,before2015,1
53,20-29y,0.5747705498222261,17000.0,yes,since2015,0
28,10-19y,0.7049701981932897,7000.0,yes,before2015,0
19,0-9y,0.2854385224065506,13000.0,no,before2015,1
44,20-29y,0.5010614346395708,11000.0,yes,since2015,0
33,0-9y,0.4074955902909253,13000.0,yes,before2015,1
69,30+y,0.4987236862655294,13000.0,no,since2015,0
23,0-9y,0.4315947194318469,10000.0,no,before2015,1
74,0-9y,0.5866453439244921,7000.0,yes,since2015,0
23,0-9y,0.244800637971111,14000.0,yes,before2015,1
34,10-19y,0.2964053024332111,15000.0,yes,before2015,0
38,0-9y,0.7991142457004199,5000.0,yes,since2015,0
32,10-19y,0.5045157468657867,9000.0,yes,before2015,0
62,0-9y,0.2787200789506119,15000.0,no,before2015,0
16,0-9y,0.3651767737128879,7000.0,no,before2015,1
52,0-9y,0.6854850623381209,11000.0,yes,before2015,1
26,0-9y,0.41215124533451,8000.0,no,before2015,1
16,0-9y,0.2991477099763047,13000.0,yes,before2015,1
36,10-19y,0.6076688719748496,16000.0,no,before2015,1
74,30+y,0.7387876516708358,13000.0,yes,since2015,0
27,10-19y,0.4263980866133057,14000.0,no,before2015,0
16,0-9y,0.503454287259761,15000.0,yes,since2015,0
39,10-19y,0.4891458193447778,10000.0,yes,before2015,0
42,20-29y,0.7154070373943805,13000.0,yes,before2015,0
37,10-19y,0.4777488822974931,16000.0,yes,before2015,0
69,30+y,0.6587101106094441,10000.0,yes,before2015,0
61,20-29y,0.7005592185702892,12000.0,yes,since2015,1
72,20-29y,0.6343871687986368,7000.0,no,before2015,1
53,10-19y,0.1958165116504413,11000.0,no,before2015,1
73,30+y,0.7936940171873031,10000.0,yes,before2015,0
70,30+y,0.6762708328376787,8000.0,no,before2015,0
37,10-19y,0.6361092160766116,15000.0,no,before2015,1
70,30+y,0.7060512035565447,13000.0,yes,before2015,0
31,10-19y,0.6429664823693635,14000.0,yes,before2015,0
39,10-19y,0.3617358619790349,10000.0,no,since2015,0
21,0-9y,0.356589005878555,14000.0,no,before2015,1
72,30+y,0.5556598158902323,7000.0,no,before2015,0
33,10-19y,0.5475625496114908,12000.0,yes,before2015,0
28,10-19y,0.2989742861548093,12000.0,no,before2015,0
24,0-9y,0.4364738411452333,12000.0,yes,before2015,0
74,30+y,0.7103579999924677,13000.0,yes,before2015,0
56,20-29y,0.5679092438827685,18000.0,yes,before2015,0
24,0-9y,0.3309433924050565,15000.0,yes,before2015,0
67,0-9y,0.5945664258743222,13000.0,yes,since2015,0
17,0-9y,0.3985080736592945,11000.0,yes,before2015,0
46,20-29y,0.4101260599444145,11000.0,yes,before2015,0
36,10-19y,0.4301818574429716,13000.0,yes,before2015,0
42,20-29y,0.5202800892709966,10000.0,yes,before2015,0
44,20-29y,0.4035809619252694,8000.0,no,before2015,1
53,20-29y,0.6811059027128888,10000.0,no,before2015,0
36,0-9y,0.5895362266658405,10000.0,no,before2015,0
70,30+y,0.7309096978663604,9000.0,yes,before2015,0
73,10-19y,0.692112519652541,13000.0,yes,before2015,0
39,0-9y,0.6139049982758503,10000.0,yes,before2015,1
40,10-19y,0.6206126651253843,10000.0,yes,before2015,1
39,10-19y,0.6097648959268609,8000.0,yes,before2015,0
54,0-9y,0.5632703768670823,13000.0,yes,before2015,0
16,0-9y,0.4633027803572463,17000.0,no,before2015,1
25,0-9y,0.3455421925452009,19000.0,yes,before2015,1
48,20-29y,0.7898273758743399,10000.0,yes,since2015,0
55,20-29y,0.7159739637303552,7000.0,yes,since2015,0
43,0-9y,0.6706734981138612,10000.0,yes,since2015,0
72,20-29y,0.6465222787703624,12000.0,yes,before2015,0
22,0-9y,0.4681771221744546,12000.0,no,before2015,1
26,10-19y,0.3824578961514226,14000.0,yes,before2015,0
64,20-29y,0.6868561188620521,12000.0,yes,since2015,0
52,0-9y,0.5395927800248903,13000.0,yes,since2015,0
62,20-29y,0.5870487075202626,9000.0,yes,before2015,0
21,0-9y,0.5544708380887144,6000.0,yes,before2015,1
31,10-19y,0.4775235133805459,12000.0,yes,before2015,0
52,20-29y,0.6611710576890076,14000.0,yes,before2015,0
31,0-9y,0.4562250485636365,13000.0,yes,since2015,0
71,30+y,0.4780573085955254,15000.0,yes,since2015,0
33,10-19y,0.3908473952780657,15000.0,yes,before2015,1
57,20-29y,0.2464195848584321,11000.0,yes,since2015,0
18,0-9y,0.2062917281037285,14000.0,no,before2015,1
72,30+y,0.6171165743762964,8000.0,yes,since2015,0
68,0-9y,0.5877373478759355,9000.0,yes,since2015,0
67,30+y,0.5775947793694496,12000.0,yes,since2015,0
71,30+y,0.6469720725930872,11000.0,yes,before2015,0
27,0-9y,0.5512923604855493,10000.0,yes,before2015,0
21,0-9y,0.5390647928946241,15000.0,no,before2015,1
44,20-29y,0.7015504211745749,10000.0,yes,since2015,0
63,10-19y,0.5943351017956271,5000.0,yes,before2015,0
55,20-29y,0.58510429705876,10000.0,yes,since2015,0
45,20-29y,0.7256255924328835,5000.0,yes,since2015,0
53,0-9y,0.6282435604247023,12000.0,yes,before2015,1
23,0-9y,0.2690763552316749,17000.0,yes,before2015,1
46,20-29y,0.6421734254406013,10000.0,yes,since2015,0
38,10-19y,0.4592380021150925,14000.0,no,before2015,1
64,20-29y,0.7124790221331048,9000.0,yes,since2015,0
64,20-29y,0.8272096023085558,9000.0,yes,before2015,0
42,0-9y,0.5885286739426923,10000.0,yes,since2015,0
16,0-9y,0.3259890202984261,8000.0,no,before2015,1
57,20-29y,0.4403711776611202,9000.0,yes,since2015,0
22,0-9y,0.526486257961421,14000.0,no,before2015,1
73,30+y,0.5205437211378251,12000.0,yes,before2015,0
37,10-19y,0.7232450278094208,12000.0,no,since2015,0
69,0-9y,0.5918399062712096,12000.0,yes,before2015,0
70,30+y,0.5320779726945177,10000.0,yes,since2015,0
61,20-29y,0.3247438305466974,10000.0,yes,before2015,0
39,10-19y,0.3070218117621243,9000.0,no,before2015,0
47,20-29y,0.5924263144055677,12000.0,yes,before2015,0
66,30+y,0.6885158887359731,12000.0,yes,since2015,0
61,20-29y,0.6153652606482864,17000.0,yes,since2015,1
20,0-9y,0.3422389157523673,12000.0,no,before2015,1
25,0-9y,0.2473359219693926,9000.0,yes,before2015,1
45,20-29y,0.6218458273374082,15000.0,no,since2015,0
71,10-19y,0.4703998202665653,8000.0,yes,before2015,0
38,10-19y,0.719918789869379,11000.0,yes,since2015,0
37,0-9y,0.4174677051744715,9000.0,yes,before2015,0
38,10-19y,0.5142590572402145,12000.0,yes,before2015,1
74,30+y,0.6361665009084327,14000.0,yes,since2015,0
19,0-9y,0.5423278808698635,14000.0,no,before2015,1
18,0-9y,0.4784936524828958,16000.0,yes,since2015,0
57,20-29y,0.505099201641905,18000.0,no,before2015,1
20,0-9y,0.3705200427462645,13000.0,yes,before2015,1
63,20-29y,0.4552114357588755,16000.0,yes,since2015,0
16,0-9y,0.530699754687861,12000.0,yes,since2015,0
37,10-19y,0.5711046895484534,13000.0,yes,before2015,0
43,0-9y,0.60960497937291,15000.0,yes,since2015,0
23,0-9y,0.3039855834682566,13000.0,no,before2015,1
62,0-9y,0.5999690449995451,13000.0,yes,since2015,1
69,30+y,0.7862531651269821,6000.0,yes,before2015,0
57,20-29y,0.7051793977761083,12000.0,yes,before2015,0
52,20-29y,0.5398156137400286,14000.0,no,before2015,0
66,30+y,0.3256297133184671,11000.0,no,since2015,0
47,0-9y,0.4466752233449097,6000.0,yes,before2015,1
61,10-19y,0.2447002822554663,13000.0,no,since2015,1
39,0-9y,0.5610299695298051,17000.0,yes,before2015,0
23,0-9y,0.357690476762901,17000.0,no,before2015,1
23,0-9y,0.6370300180927041,13000.0,no,since2015,0
64,20-29y,0.612433309524402,10000.0,yes,before2015,0
69,30+y,0.6327745320998979,11000.0,yes,since2015,0
30,10-19y,0.6834511721264427,15000.0,no,before2015,0
36,10-19y,0.6215692547101925,17000.0,no,before2015,0
16,0-9y,0.6161098113990245,14000.0,no,before2015,1
43,10-19y,0.5845874404287057,11000.0,yes,before2015,0
17,0-9y,0.5731158598023448,14000.0,yes,before2015,1
22,0-9y,0.3842040037156091,18000.0,no,since2015,1
61,20-29y,0.5700233971623834,10000.0,yes,since2015,0
63,10-19y,0.6182856014269595,10000.0,yes,before2015,0
45,20-29y,0.3955280580569708,13000.0,no,before2015,0
31,0-9y,0.2833602432791338,12000.0,yes,before2015,0
68,10-19y,0.6145719365822296,14000.0,yes,before2015,0
35,10-19y,0.4723044867799925,14000.0,no,before2015,0
17,0-9y,0.4153855425063041,13000.0,no,before2015,1
36,10-19y,0.7184397644508588,12000.0,yes,since2015,0
34,10-19y,0.5513387192212215,13000.0,yes,since2015,0
38,10-19y,0.4342217990572816,12000.0,yes,before2015,0
21,0-9y,0.4566319871550529,16000.0,no,before2015,1
28,10-19y,0.5769773254537305,14000.0,yes,before2015,0
28,10-19y,0.4396116383216474,17000.0,yes,since2015,0
31,10-19y,0.5288729799351679,14000.0,yes,before2015,0
70,0-9y,0.4687555409847495,8000.0,yes,before2015,0
43,10-19y,0.6671127983410179,10000.0,yes,since2015,0
25,0-9y,0.4674100456981467,14000.0,no,before2015,1
62,10-19y,0.8196276850171244,13000.0,yes,since2015,1
27,10-19y,0.3745204644095052,14000.0,yes,before2015,1
71,30+y,0.7340918436647348,12000.0,yes,before2015,0
24,0-9y,0.3760961011420076,13000.0,yes,before2015,1
38,10-19y,0.4508257531023888,12000.0,yes,since2015,0
71,30+y,0.6390790425446663,13000.0,yes,before2015,0
32,0-9y,0.388131979866247,15000.0,no,since2015,1
19,0-9y,0.4091030976931529,18000.0,no,before2015,1
74,20-29y,0.4614475649214911,13000.0,yes,since2015,0
33,10-19y,0.5299580050464405,18000.0,yes,before2015,1
18,0-9y,0.5509754043111912,13000.0,yes,before2015,1
25,0-9y,0.5064146081732177,10000.0,no,before2015,1
68,30+y,0.6493076730253869,8000.0,yes,before2015,0
33,10-19y,0.3963181478273684,14000.0,yes,before2015,0
27,10-19y,0.6579598171546398,11000.0,yes,since2015,0
17,0-9y,0.3187312451367876,10000.0,yes,before2015,0
49,20-29y,0.457278601424131,9000.0,yes,since2015,0
37,10-19y,0.4786100661720618,13000.0,yes,before2015,0
60,0-9y,0.7113338774099593,14000.0,yes,before2015,1
20,0-9y,0.4842543803924503,17000.0,no,before2015,1
71,10-19y,0.6202806985864459,11000.0,yes,before2015,0
24,0-9y,0.331407984186196,8000.0,yes,before2015,1
18,0-9y,0.3197485541699239,9000.0,yes,before2015,0
73,30+y,0.739856729888181,11000.0,yes,before2015,0
37,10-19y,0.6529489130496074,11000.0,yes,since2015,0
30,10-19y,0.3651316068151384,16000.0,no,before2015,1
48,10-19y,0.5127156492589268,7000.0,no,before2015,0
31,10-19y,0.3286328933175813,9000.0,no,before2015,0
47,0-9y,0.5444952975921098,13000.0,yes,since2015,1
30,10-19y,0.4552095432864814,15000.0,yes,since2015,0
36,0-9y,0.4379250670042249,10000.0,yes,since2015,1
30,10-19y,0.6935370024635639,7000.0,yes,before2015,0
19,0-9y,0.3997537210680139,13000.0,yes,before2015,0
35,10-19y,0.4280016332556178,12000.0,yes,before2015,0
62,20-29y,0.1978523331797128,15000.0,no,before2015,0
59,0-9y,0.6358597471336153,14000.0,yes,since2015,1
29,10-19y,0.3944102990052921,13000.0,no,before2015,0
50,20-29y,0.5613073851208908,11000.0,yes,before2015,0
25,0-9y,0.5301156928395896,12000.0,yes,before2015,0
17,0-9y,0.3231935002770373,16000.0,no,before2015,1
66,0-9y,0.5664904029172433,11000.0,no,before2015,1
35,0-9y,0.6028387292744819,11000.0,yes,before2015,1
29,10-19y,0.6528140260579788,11000.0,yes,since2015,0
72,20-29y,0.5820319285827447,10000.0,yes,before2015,0
44,20-29y,0.4416212841608317,10000.0,yes,before2015,0
40,0-9y,0.4816090098474042,12000.0,yes,before2015,0
74,20-29y,0.6067215769746466,11000.0,no,before2015,0
37,10-19y,0.4626087278813787,11000.0,no,before2015,1
21,0-9y,0.5819435693706934,11000.0,yes,before2015,1
19,0-9y,0.3447214705641955,13000.0,yes,before2015,1
68,30+y,0.4977241201605584,9000.0,yes,since2015,0
59,20-29y,0.6870212507119465,15000.0,yes,before2015,0
39,10-19y,0.5342378134576791,13000.0,yes,since2015,0
66,20-29y,0.7676855180298198,11000.0,yes,before2015,0
48,20-29y,0.654942816500423,12000.0,yes,since2015,0
19,0-9y,0.41480763135074,13000.0,no,before2015,1
28,10-19y,0.6238595839166803,9000.0,yes,before2015,0
60,0-9y,0.4680292913926392,12000.0,yes,before2015,0
28,0-9y,0.5074008408508591,18000.0,yes,before2015,1
37,10-19y,0.3164716661126049,19000.0,yes,before2015,0
39,10-19y,0.4883662031691745,11000.0,yes,before2015,0
36,10-19y,0.5267589722950471,10000.0,yes,before2015,0
24,0-9y,0.4834977826092593,9000.0,no,before2015,1
66,0-9y,0.5499953205668339,10000.0,yes,since2015,0
34,10-19y,0.2372563014926556,9000.0,no,before2015,1
49,10-19y,0.6744817474906067,11000.0,yes,since2015,0
39,10-19y,0.4248440726698839,13000.0,no,since2015,0
27,10-19y,0.4925770222071778,13000.0,yes,since2015,0
38,10-19y,0.4865883085074041,14000.0,no,before2015,0
32,0-9y,0.4431854239918825,8000.0,yes,before2015,0
30,10-19y,0.3471405536397861,10000.0,no,before2015,0
71,0-9y,0.4917783269031488,11000.0,yes,before2015,0
36,10-19y,0.5054014188775956,11000.0,no,before2015,0
50,20-29y,0.8242392308473437,11000.0,yes,before2015,0
56,10-19y,0.5313585770595843,8000.0,yes,before2015,0
23,0-9y,0.3777147276110605,14000.0,yes,before2015,1
61,10-19y,0.6764409759079514,7000.0,yes,since2015,0
52,10-19y,0.4554149588279552,15000.0,yes,before2015,0
58,20-29y,0.7167482471850147,9000.0,no,before2015,0
49,20-29y,0.6356549784727117,8000.0,no,since2015,0
31,10-19y,0.5449753837822652,10000.0,yes,before2015,0
68,0-9y,0.6194783739193893,9000.0,no,before2015,1
71,0-9y,0.4116977364125221,14000.0,no,before2015,1
25,0-9y,0.6545601347417324,13000.0,yes,before2015,1
30,10-19y,0.2906128603527876,12000.0,no,before2015,0
66,10-19y,0.6749652735613098,9000.0,yes,since2015,0
63,20-29y,0.6365452038481185,13000.0,yes,since2015,0
41,20-29y,0.5307622793835239,7000.0,yes,before2015,0
72,30+y,0.5825871192541117,11000.0,yes,since2015,0
64,10-19y,0.5668524545458234,10000.0,yes,since2015,0
30,0-9y,0.4754655248707664,8000.0,no,before2015,1
17,0-9y,0.4368782604550723,8000.0,no,before2015,1
16,0-9y,0.6053700521644583,11000.0,yes,before2015,1
17,0-9y,0.3447260205156397,10000.0,no,before2015,1
43,10-19y,0.6114863840559009,19000.0,yes,before2015,1
39,10-19y,0.292752440609447,6000.0,no,before2015,0
38,10-19y,0.6310710282783221,14000.0,yes,before2015,0
27,10-19y,0.4749628788875642,13000.0,yes,since2015,0
73,20-29y,0.4386800328335077,15000.0,no,before2015,0
38,10-19y,0.6919818981488954,10000.0,yes,before2015,0
62,10-19y,0.5258122890796684,15000.0,yes,before2015,0
64,20-29y,0.2419678099526762,13000.0,yes,before2015,0
53,20-29y,0.6101114489797282,9000.0,no,since2015,0
38,0-9y,0.4966414602056878,14000.0,yes,since2015,0
37,0-9y,0.3177746157661034,6000.0,yes,before2015,1
37,10-19y,0.5625420927020848,11000.0,no,before2015,0
51,0-9y,0.5753697596133064,9000.0,yes,since2015,0
56,20-29y,0.6260824844126037,4000.0,no,since2015,0
59,20-29y,0.579613604777953,8000.0,yes,before2015,0
37,10-19y,0.4988020070215582,12000.0,yes,before2015,0
36,10-19y,0.4928317497912149,10000.0,yes,before2015,0
20,0-9y,0.3489358689840792,9000.0,yes,since2015,0
32,10-19y,0.2715958688606358,14000.0,no,before2015,1
31,0-9y,0.4475817236304154,10000.0,no,before2015,0
33,10-19y,0.7175963040548891,6000.0,no,before2015,1
68,30+y,0.5279775076783684,12000.0,yes,since2015,0
56,20-29y,0.5646016008340309,13000.0,no,before2015,0
40,10-19y,0.6694575152378006,13000.0,no,before2015,1
27,10-19y,0.5669224482583299,16000.0,yes,before2015,0
22,0-9y,0.3981410019830886,14000.0,no,before2015,1
26,0-9y,0.5920744431449214,10000.0,yes,before2015,1
68,30+y,0.5486713813706487,7000.0,yes,before2015,0
33,10-19y,0.4665051457220289,8000.0,yes,before2015,0
41,20-29y,0.7009768656819415,11000.0,yes,before2015,0
42,10-19y,0.7203760616486813,10000.0,yes,since2015,0
70,30+y,0.6404227538536423,9000.0,yes,since2015,0
37,10-19y,0.5393486705753785,11000.0,yes,before2015,0
17,0-9y,0.3261357349177448,15000.0,no,before2015,0
61,20-29y,0.6822991723890577,8000.0,no,before2015,0
69,30+y,0.4877128748047643,10000.0,yes,since2015,0
27,10-19y,0.6197971712851519,17000.0,yes,before2015,1
65,30+y,0.693324860926029,14000.0,yes,before2015,0
32,10-19y,0.4042087080511602,12000.0,no,before2015,0
72,0-9y,0.643831742884168,11000.0,yes,since2015,0
57,10-19y,0.5140519835356001,11000.0,yes,since2015,0
50,20-29y,0.6076010361513239,14000.0,yes,since2015,0
46,20-29y,0.5606472181250814,10000.0,no,before2015,0
68,30+y,0.5410420482192485,10000.0,yes,since2015,0
27,10-19y,0.4343425302586593,17000.0,yes,before2015,1
29,0-9y,0.6930352236326813,12000.0,yes,before2015,1
55,10-19y,0.5219898989080595,10000.0,yes,before2015,0
22,0-9y,0.3456556232967087,15000.0,no,before2015,1
30,10-19y,0.3184456295189433,13000.0,yes,before2015,0
68,20-29y,0.5136368091119007,10000.0,yes,before2015,0
38,10-19y,0.6599500775694354,10000.0,no,since2015,0
28,0-9y,0.414141530109731,11000.0,yes,before2015,0
55,20-29y,0.6249116337335517,12000.0,yes,since2015,1
31,10-19y,0.5009739750388296,6000.0,yes,before2015,0
56,10-19y,0.4916892938181081,12000.0,yes,before2015,0
23,0-9y,0.3459734247812538,15000.0,yes,before2015,1
29,10-19y,0.2966851929272209,11000.0,no,before2015,1
45,20-29y,0.7549694794813531,13000.0,yes,before2015,0
71,0-9y,0.6391931117655615,11000.0,yes,before2015,1
18,0-9y,0.3190805295725597,16000.0,no,before2015,1
32,10-19y,0.4463443759766256,12000.0,yes,before2015,0
64,10-19y,0.5797829400692501,9000.0,yes,since2015,0
41,20-29y,0.705327931633375,9000.0,yes,before2015,0
67,20-29y,0.5801247496816917,11000.0,yes,since2015,0
19,0-9y,0.5011041861477193,14000.0,yes,before2015,1
71,0-9y,0.5364084591026463,16000.0,yes,before2015,0
31,10-19y,0.5223975134341897,8000.0,yes,before2015,0
57,10-19y,0.6354807022016492,12000.0,yes,before2015,1
19,0-9y,0.5437966439844379,15000.0,yes,before2015,0
48,10-19y,0.6441631184817507,10000.0,no,before2015,1
33,0-9y,0.563520096524054,12000.0,yes,before2015,0
29,10-19y,0.5547457193004666,13000.0,no,before2015,1
42,10-19y,0.4244342185765001,15000.0,yes,before2015,0
16,0-9y,0.4022681274949393,11000.0,yes,before2015,0
51,20-29y,0.4990091237901978,13000.0,yes,before2015,0
30,10-19y,0.4879301463828837,9000.0,no,before2015,1
24,0-9y,0.3607781398867616,9000.0,yes,before2015,1
40,20-29y,0.4904823185081317,18000.0,yes,before2015,0
25,0-9y,0.5614998970421214,13000.0,yes,since2015,0
36,10-19y,0.3691163885175137,12000.0,yes,before2015,1
19,0-9y,0.430903335483273,13000.0,yes,before2015,1
45,20-29y,0.3253852143795413,13000.0,no,before2015,0
37,10-19y,0.6509104555498728,17000.0,yes,before2015,0
29,10-19y,0.6079535739684157,13000.0,yes,since2015,0
66,20-29y,0.6220664431382967,12000.0,yes,before2015,0
25,0-9y,0.4602202743066808,14000.0,yes,since2015,0
63,20-29y,0.4053191024388989,9000.0,yes,since2015,0
18,0-9y,0.4169011832545236,14000.0,no,before2015,1
44,20-29y,0.740385435273135,9000.0,yes,before2015,0
67,0-9y,0.7887010854473916,13000.0,yes,before2015,0
36,0-9y,0.5691440277985789,4000.0,yes,since2015,0
65,30+y,0.6200551852748452,14000.0,yes,since2015,0
17,0-9y,0.3244394102145492,15000.0,yes,before2015,1
28,0-9y,0.3195428007274368,19000.0,no,before2015,1
61,20-29y,0.6048941230927587,9000.0,yes,before2015,0
39,10-19y,0.3533941820525979,11000.0,yes,before2015,0
67,30+y,0.5444431648117535,12000.0,yes,before2015,0
46,20-29y,0.5829767916139257,14000.0,no,before2015,0
69,30+y,0.7305352533802977,14000.0,yes,before2015,0
28,0-9y,0.4684196703713496,12000.0,no,since2015,0
24,0-9y,0.3171710557596796,13000.0,no,before2015,1
16,0-9y,0.3202923909860866,15000.0,no,before2015,0
30,10-19y,0.3837012341538176,13000.0,yes,before2015,0
21,0-9y,0.3613831569995003,20000.0,no,before2015,1
25,0-9y,0.4695911006478194,9000.0,no,before2015,1
44,0-9y,0.3991984191620157,13000.0,no,before2015,1
27,0-9y,0.3845632614307868,13000.0,no,before2015,1
35,10-19y,0.5693042359300508,14000.0,yes,since2015,0
36,10-19y,0.3239487927523744,13000.0,yes,before2015,0
70,30+y,0.7576978508471267,9000.0,no,before2015,0
43,20-29y,0.5886053024756462,11000.0,yes,since2015,0
26,0-9y,0.4073259361954053,17000.0,yes,before2015,1
67,30+y,0.5788384763002652,6000.0,yes,since2015,0
73,30+y,0.5177781682653934,10000.0,yes,since2015,1
32,10-19y,0.5686069035052954,9000.0,yes,before2015,0
66,0-9y,0.654800779540333,10000.0,yes,since2015,1
33,10-19y,0.3198665683858178,9000.0,no,before2015,0
19,0-9y,0.6035708014041429,17000.0,yes,before2015,0
25,0-9y,0.2887988483038722,16000.0,no,before2015,1
68,20-29y,0.538136083476877,7000.0,yes,before2015,0
47,20-29y,0.4660439400287874,13000.0,yes,before2015,0
28,10-19y,0.4462680345127816,13000.0,yes,before2015,0
71,10-19y,0.6809430993894428,9000.0,yes,since2015,0
24,0-9y,0.3944761217596779,20000.0,yes,before2015,1
24,0-9y,0.4341768489664945,15000.0,yes,before2015,0
31,0-9y,0.5992673582536957,16000.0,no,since2015,1
73,30+y,0.449235268668988,15000.0,no,before2015,0
17,0-9y,0.3495977394363498,10000.0,no,before2015,1
59,20-29y,0.5830542462676147,14000.0,yes,before2015,0
22,0-9y,0.4602762946307643,10000.0,no,before2015,1
18,0-9y,0.4014583064798288,14000.0,no,before2015,1
21,0-9y,0.2808705143671906,13000.0,no,before2015,1
59,0-9y,0.6237889131092162,12000.0,yes,before2015,0
74,30+y,0.3796239634762667,15000.0,yes,before2015,0
22,0-9y,0.2095355658756037,14000.0,no,before2015,1
35,0-9y,0.4457246020489612,11000.0,yes,before2015,0
71,10-19y,0.5420113858437505,14000.0,yes,before2015,0
23,0-9y,0.325543397991931,14000.0,no,before2015,1
21,0-9y,0.3136698098711777,17000.0,no,before2015,0
38,10-19y,0.6010532063328821,11000.0,yes,since2015,0
30,0-9y,0.4284759689219815,8000.0,yes,since2015,0
26,10-19y,0.3865534959712492,11000.0,yes,before2015,0
74,10-19y,0.7308847181141034,12000.0,yes,before2015,0
49,20-29y,0.4775157945234299,11000.0,no,since2015,0
68,30+y,0.6861226327517858,10000.0,yes,since2015,0
26,10-19y,0.4238042048160254,8000.0,yes,before2015,0
35,10-19y,0.6405433467964188,11000.0,yes,before2015,0
72,30+y,0.7139835082195871,7000.0,yes,since2015,0
36,0-9y,0.3726891290710714,14000.0,no,before2015,0
74,0-9y,0.5060807514039187,7000.0,yes,since2015,0
17,0-9y,0.4357316063417537,12000.0,yes,before2015,1
27,0-9y,0.5153255968906303,9000.0,yes,since2015,1
